,Unnamed: 0,categories,text,text_full,main_category,label_mid,label_high
55,87,109 Inne - praw pracy,"['czy osoba może wykazać, że jest osobą bezrobotną, pomimo że prowadzi własną działalność gospodarczą?']",czy osoba może wykazać że jest osobą bezrobotną pomimo że prowadzi własną działalność gospodarczą,inne  praw pracy,inne  praw pracy,prawo pracy
56,89,"79 Ustawa o zawodach lekarza i lekarza dentysty, 83 Ustawa o działalności leczniczej, 115 Zobowiązania",['co klientka winna zrobić w przedstawionych okolicznościach?'],co klientka winna zrobić w przedstawionych okolicznościach,ustawa o zawodach lekarza i lekarza dentysty,ustawa o zawodach lekarza i lekarza dentysty,prawo medyczne
57,92,109 Inne - praw pracy,"['czy osoba, która prowadziła własną działalność gospodarczą nieprzerwanie przez okres \n6 miesięcy, może być traktowana jako osoba bezrobotna?', 'czy zakończenie prowadzenia działalności gospodarczej przez osobę, o której mowa powyżej, umożliwi jej uzyskanie statusu bezrobotnej?', 'czy okoliczność przyjmowania leków przeciwdepresyjnych ma znaczenie w kontekście uzyskania statusu osoby bezrobotnej?']",czy osoba która prowadziła własną działalność gospodarczą nieprzerwanie przez okres  miesięcy może być traktowana jako osoba bezrobotna czy zakończenie prowadzenia działalności gospodarczej przez osobę o której mowa powyżej umożliwi jej uzyskanie statusu bezrobotnej czy okoliczność przyjmowania leków przeciwdepresyjnych ma znaczenie w kontekście uzyskania statusu osoby bezrobotnej,inne  praw pracy,inne  praw pracy,prawo pracy
58,93,"112 Prawo cywilne procesowe, 117 Rodzinne i opiekuńcze","['co może zrobić klient, aby móc uiszczać alimenty w kwocie przewidzianej nowym wyrokiem?']",co może zrobić klient aby móc uiszczać alimenty w kwocie przewidzianej nowym wyrokiem,prawo cywilne procesowe,prawo cywilne procesowe,prawo cywilne
59,95,"77 Ustawa o prawach pacjenta i Rzeczniku Praw Pacjenta, 79 Ustawa o zawodach lekarza i lekarza dentysty, 167 Pisma proc cywilne",['jak przedstawia się kwestia obowiązku zachowania tajemnicy lekarskiej przez lekarza wezwanego na przesłuchanie w charakterze świadka w postępowaniu cywilnym?'],jak przedstawia się kwestia obowiązku zachowania tajemnicy lekarskiej przez lekarza wezwanego na przesłuchanie w charakterze świadka w postępowaniu cywilnym,ustawa o prawach pacjenta i rzeczniku praw pacjenta,ustawa o prawach pacjenta i rzeczniku praw pacjenta,prawo medyczne
60,96,112 Prawo cywilne procesowe,['czy klientka musi stawić się na rozprawie w charakterze świadka?'],czy klientka musi stawić się na rozprawie w charakterze świadka,prawo cywilne procesowe,prawo cywilne procesowe,prawo cywilne
61,97,116 Spadkowe,['czy klientowi przysługuje zachowek?'],czy klientowi przysługuje zachowek,spadkowe,spadkowe,prawo cywilne
62,99,"73 Prawo karne wykroczeniowe, 83 Ustawa o działalności leczniczej, 181 Kodeks Etyki Lekarskiej ","['w jaki sposób klient może ogłosić rozpoczęcie działalności gospodarczej, nie naruszając obowiązującego lekarzy zakazu reklamy?']",w jaki sposób klient może ogłosić rozpoczęcie działalności gospodarczej nie naruszając obowiązującego lekarzy zakazu reklamy,prawo karne wykroczeniowe,prawo karne wykroczeniowe,prawo karne
63,100,91 Ustawa Kodeks pracy,"['czy lekarz zatrudniony na podstawie umowy o pracę w szpitalu, któremu pracodawca udzielił urlopu bezpłatnego, posiada możliwość zawarcia umowy cywilnoprawnej o świadczenie usług z tym samym szpitalem celem świadczenia usług tożsamych z tymi, które świadczył on na podstawie umowy o pracę?']",czy lekarz zatrudniony na podstawie umowy o pracę w szpitalu któremu pracodawca udzielił urlopu bezpłatnego posiada możliwość zawarcia umowy cywilnoprawnej o świadczenie usług z tym samym szpitalem celem świadczenia usług tożsamych z tymi które świadczył on na podstawie umowy o pracę,ustawa kodeks pracy,ustawa kodeks pracy,prawo pracy
64,101,"91 Ustawa Kodeks pracy, 119 Prawo handlowe","['kto może podpisać w imieniu spółki z o.o. umowę z członkiem zarządu?', 'czy podpisanie umowy z członkiem zarządu powinno być poprzedzone podjęciem uchwały wspólników?', 'czy wynagrodzenie otrzymywane przez członka zarządu z tytułu stosunku powołania i z tytułu umowy o pracę może być rozliczane razem?']",kto może podpisać w imieniu spółki z oo umowę z członkiem zarządu czy podpisanie umowy z członkiem zarządu powinno być poprzedzone podjęciem uchwały wspólników czy wynagrodzenie otrzymywane przez członka zarządu z tytułu stosunku powołania i z tytułu umowy o pracę może być rozliczane razem,ustawa kodeks pracy,ustawa kodeks pracy,prawo pracy
65,102,"79 Ustawa o zawodach lekarza i lekarza dentysty, 181 Kodeks Etyki Lekarskiej ",['co należałoby zrobić w przedstawionych okolicznościach?'],co należałoby zrobić w przedstawionych okolicznościach,ustawa o zawodach lekarza i lekarza dentysty,ustawa o zawodach lekarza i lekarza dentysty,prawo medyczne
66,103,91 Ustawa Kodeks pracy,"['czy okres stażu podyplomowego wlicza się do stażu pracy, na podstawie którego oblicza się termin wypowiedzenia umowy o pracę?', 'jaki okres wypowiedzenia przysługuje klientowi?']",czy okres stażu podyplomowego wlicza się do stażu pracy na podstawie którego oblicza się termin wypowiedzenia umowy o pracę jaki okres wypowiedzenia przysługuje klientowi,ustawa kodeks pracy,ustawa kodeks pracy,prawo pracy
67,104,114 Rzeczowe,['jakie działania można podjąć w celu wymuszenia na właścicielu lub najemcach lokalu przestrzegania zasad współżycia społecznego?'],jakie działania można podjąć w celu wymuszenia na właścicielu lub najemcach lokalu przestrzegania zasad współżycia społecznego,rzeczowe,rzeczowe,prawo cywilne
68,105,109 Inne - praw pracy,['czy żona klienta może pracować w wymiarze 12 godzin dziennie ze zmniejszoną normą tygodniową?'],czy żona klienta może pracować w wymiarze  godzin dziennie ze zmniejszoną normą tygodniową,inne  praw pracy,inne  praw pracy,prawo pracy
69,107,91 Ustawa Kodeks pracy,"['czy zawarcie umowy cywilnoprawnej z pracodawcą, dotyczącej tego samego zakresu zadań co umowa o pracę, przez osobę przebywającą na urlopie macierzyńskim jest zgodne z prawem?']",czy zawarcie umowy cywilnoprawnej z pracodawcą dotyczącej tego samego zakresu zadań co umowa o pracę przez osobę przebywającą na urlopie macierzyńskim jest zgodne z prawem,ustawa kodeks pracy,ustawa kodeks pracy,prawo pracy
70,108,69 Prawo karne procesowe,['na jaki okres telefon będący dowodem rzeczowym w postępowaniu karnym może zostać zatrzymany?'],na jaki okres telefon będący dowodem rzeczowym w postępowaniu karnym może zostać zatrzymany,prawo karne procesowe,prawo karne procesowe,prawo karne
71,109,91 Ustawa Kodeks pracy,['czy istnieje możliwość skutecznego skrócenia okresu wypowiedzenia umowy o pracę jednostronnie przez klientkę z trzech do jednego miesiąca??'],czy istnieje możliwość skutecznego skrócenia okresu wypowiedzenia umowy o pracę jednostronnie przez klientkę z trzech do jednego miesiąca,ustawa kodeks pracy,ustawa kodeks pracy,prawo pracy
72,110,91 Ustawa Kodeks pracy,['czy klientce pracującej w równoważnym systemie czasu pracy przysługuje dodatek za pracę w weekendy?'],czy klientce pracującej w równoważnym systemie czasu pracy przysługuje dodatek za pracę w weekendy,ustawa kodeks pracy,ustawa kodeks pracy,prawo pracy
73,112,20 Prawo budowlane,['jak przebiega procedura przekształcenia lokalu mieszkalnego na lokal użytkowy?'],jak przebiega procedura przekształcenia lokalu mieszkalnego na lokal użytkowy,prawo budowlane,prawo administracyjne materialne,prawo administracyjne
74,120,77 Ustawa o prawach pacjenta i Rzeczniku Praw Pacjenta,['czy można przekazać dokumentację medyczną innemu podmiotowi w przypadku cesji kontraktu nfz?'],czy można przekazać dokumentację medyczną innemu podmiotowi w przypadku cesji kontraktu nfz,ustawa o prawach pacjenta i rzeczniku praw pacjenta,ustawa o prawach pacjenta i rzeczniku praw pacjenta,prawo medyczne
75,122,"91 Ustawa Kodeks pracy, 109 Inne - praw pracy",['gdzie klient mógłby zgłosić działania pracodawcy?'],gdzie klient mógłby zgłosić działania pracodawcy,ustawa kodeks pracy,ustawa kodeks pracy,prawo pracy
76,123,"79 Ustawa o zawodach lekarza i lekarza dentysty, 89 Inne - praw medyczne",['czy klient może samodzielnie opisywać i zatwierdzać badania rentgenowskie oraz badania tomografii komputerowej (bez nadzoru lekarza specjalisty)?'],czy klient może samodzielnie opisywać i zatwierdzać badania rentgenowskie oraz badania tomografii komputerowej bez nadzoru lekarza specjalisty,ustawa o zawodach lekarza i lekarza dentysty,ustawa o zawodach lekarza i lekarza dentysty,prawo medyczne
77,125,59 Ustawa Prawo farmaceutyczne,['czy możliwa jest sprzedaż punktu aptecznego prowadzonego w formie jednoosobowej działalności gospodarczej wraz przeniesieniem zezwolenia na prowadzenie punktu aptecznego?'],czy możliwa jest sprzedaż punktu aptecznego prowadzonego w formie jednoosobowej działalności gospodarczej wraz przeniesieniem zezwolenia na prowadzenie punktu aptecznego,ustawa prawo farmaceutyczne,ustawa prawo farmaceutyczne,prawo farmaceutyczne
78,126,91 Ustawa Kodeks pracy,"['czy klientce przysługuje ochrona przez zwolnieniem, zgodnie ze stanem faktycznym?']",czy klientce przysługuje ochrona przez zwolnieniem zgodnie ze stanem faktycznym,ustawa kodeks pracy,ustawa kodeks pracy,prawo pracy
79,127,59 Ustawa Prawo farmaceutyczne,['czy farmaceuta zatrudniony w aptece szpitalnej może badać procedury dotyczące podawania leków pacjentom na oddziale?'],czy farmaceuta zatrudniony w aptece szpitalnej może badać procedury dotyczące podawania leków pacjentom na oddziale,ustawa prawo farmaceutyczne,ustawa prawo farmaceutyczne,prawo farmaceutyczne
80,128,59 Ustawa Prawo farmaceutyczne,['czy apteka może sprzedać leki o kategorii otc firmom prowadzącym działalność handlowo-usługowym?'],czy apteka może sprzedać leki o kategorii otc firmom prowadzącym działalność handlowousługowym,ustawa prawo farmaceutyczne,ustawa prawo farmaceutyczne,prawo farmaceutyczne
81,129,"74 Ustawa Kodeks karny, 114 Rzeczowe","['czy rada nadzorcza może złożyć zawiadomienie o popełnieniu przestępstwa?', 'czy w powyższej kwestii potrzebna jest uchwała walnego zgromadzenia?', 'w jaki sposób spółdzielnia może odzyskać pieniądze, które zostały przeznaczone na kary nałożone na prezesa i wiceprezesa?']",czy rada nadzorcza może złożyć zawiadomienie o popełnieniu przestępstwa czy w powyższej kwestii potrzebna jest uchwała walnego zgromadzenia w jaki sposób spółdzielnia może odzyskać pieniądze które zostały przeznaczone na kary nałożone na prezesa i wiceprezesa,ustawa kodeks karny,prawo karne materialne,prawo karne
82,130,"112 Prawo cywilne procesowe, 116 Spadkowe",['czy córka kuzynki klientki miała obowiązek wskazać innych członków rodziny notariuszowi?'],czy córka kuzynki klientki miała obowiązek wskazać innych członków rodziny notariuszowi,prawo cywilne procesowe,prawo cywilne procesowe,prawo cywilne
83,131,"112 Prawo cywilne procesowe, 117 Rodzinne i opiekuńcze","['czy możliwy jest rozwód w drodze ugody?', 'jak w przedstawionych okolicznościach doprowadzić do rozwodu?']",czy możliwy jest rozwód w drodze ugody jak w przedstawionych okolicznościach doprowadzić do rozwodu,prawo cywilne procesowe,prawo cywilne procesowe,prawo cywilne
84,132,114 Rzeczowe,['czy żona klienta może zrezygnować z prawa użytkowania wieczystego drogi dojazdowej do garażu?'],czy żona klienta może zrezygnować z prawa użytkowania wieczystego drogi dojazdowej do garażu,rzeczowe,rzeczowe,prawo cywilne
86,135,"59 Ustawa Prawo farmaceutyczne, 197 Inne - praw farmaceutyczne",['ile ryczałtu można wziąć na leki recepturowe?'],ile ryczałtu można wziąć na leki recepturowe,ustawa prawo farmaceutyczne,ustawa prawo farmaceutyczne,prawo farmaceutyczne
87,136,74 Ustawa Kodeks karny,"['kto może złożyć zawiadomienie o możliwości popełnienia przestępstwa, mając na uwadze, iż przestępstwo te mogło zostać popełnione przez zarząd spółdzielni?']",kto może złożyć zawiadomienie o możliwości popełnienia przestępstwa mając na uwadze iż przestępstwo te mogło zostać popełnione przez zarząd spółdzielni,ustawa kodeks karny,prawo karne materialne,prawo karne
88,137,59 Ustawa Prawo farmaceutyczne,['czy apteka może sprzedać leki o kategorii otc podmiotom prowadzącym działalność handlowo-usługowym?'],czy apteka może sprzedać leki o kategorii otc podmiotom prowadzącym działalność handlowousługowym,ustawa prawo farmaceutyczne,ustawa prawo farmaceutyczne,prawo farmaceutyczne
89,139,143 VAT ,"['czy jeżeli nabywcą leku jest stowarzyszenie, apteka jest zobowiązana zamieścić na paragonie numer nip?']",czy jeżeli nabywcą leku jest stowarzyszenie apteka jest zobowiązana zamieścić na paragonie numer nip,vat,podatki poĺrednie,prawo podatkowe
90,141,"15 Prawo ochrony danych osobowych, 114 Rzeczowe",['czy klient może udostępnić historię kont bankowych wspólnoty mieszkaniowej?'],czy klient może udostępnić historię kont bankowych wspólnoty mieszkaniowej,prawo ochrony danych osobowych,prawo administracyjne materialne,prawo administracyjne
91,144,"114 Rzeczowe, 193 Prawo Unii Europejskiej","['czy na zebraniu wspólnoty mieszkaniowej można omawiać kwestie zadłużenia poszczególnych członków wspólnoty mieszkaniowej, posługując się imieniem oraz nazwiskiem osoby zadłużonej?']",czy na zebraniu wspólnoty mieszkaniowej można omawiać kwestie zadłużenia poszczególnych członków wspólnoty mieszkaniowej posługując się imieniem oraz nazwiskiem osoby zadłużonej,rzeczowe,rzeczowe,prawo cywilne
92,148,59 Ustawa Prawo farmaceutyczne,"['czy pielęgniarka może rozpuścić lek na oddziale (np. rozpuścić substancje we fiolce za pomocą wody do wstrzykiwań lub soli fizjologicznej) i dodawać do worka do podania we wlewie dożylnym?', 'czy pielęgniarka może wykonywać powyższe czynności również wobec leków cytostatycznych?']",czy pielęgniarka może rozpuścić lek na oddziale np rozpuścić substancje we fiolce za pomocą wody do wstrzykiwań lub soli fizjologicznej i dodawać do worka do podania we wlewie dożylnym czy pielęgniarka może wykonywać powyższe czynności również wobec leków cytostatycznych,ustawa prawo farmaceutyczne,ustawa prawo farmaceutyczne,prawo farmaceutyczne
93,149,143 VAT ,"['czy apteka może wystawić fakturę za zrealizowane recepty na pacjenta oraz leki dostępne bez recepty, gdzie nabywcą jest sam pacjent, ale płatnikiem dom opieki społecznej albo fundacja?']",czy apteka może wystawić fakturę za zrealizowane recepty na pacjenta oraz leki dostępne bez recepty gdzie nabywcą jest sam pacjent ale płatnikiem dom opieki społecznej albo fundacja,vat,podatki poĺrednie,prawo podatkowe
94,150,"79 Ustawa o zawodach lekarza i lekarza dentysty, 89 Inne - praw medyczne, 112 Prawo cywilne procesowe","['czy sąd może zwolnić klientkę z tajemnicy lekarskiej?', 'czy osoba ubezwłasnowolniona może nie wyrazić zgody na umieszczenie jej w domu pomocy społecznej lub zakładzie pielęgnacyjno-opiekuńczym?']",czy sąd może zwolnić klientkę z tajemnicy lekarskiej czy osoba ubezwłasnowolniona może nie wyrazić zgody na umieszczenie jej w domu pomocy społecznej lub zakładzie pielęgnacyjnoopiekuńczym,ustawa o zawodach lekarza i lekarza dentysty,ustawa o zawodach lekarza i lekarza dentysty,prawo medyczne
