text_full;label_high;;;;;
czy przychodnie z którymi klientka zawiera umowę o udzielanie świadczeń medycznych są zobowiązane do zapewnienia sprzętu medycznego leków oraz odpowiedniego personelu np pielęgniarki jakie są zasady przyjmowania rejestracji w placówkach podstawowej opieki zdrowotnej pacjentów z podejrzeniem zarażenia koronawirusem czy w razie nieprzestrzegania powyższych procedur klientka może rozwiązać umowy o udzielanie świadczeń medycznych;odpowiedzi niestandardowe;;;;;
co należy zrobić w przedstawionych okolicznościach;prawo medyczne;;;;;
jak kształtuje się ochrona prawna osoby pozostającej na urlopie wychowawczym w przypadku zakończenia działalności przez pracodawcę;prawo pracy;;;;;
czy lekarz może odmówić pracy w przypadku braku odpowiedniej odzieży ochronnej i szkoleń z zakresu indywidualnej ochrony przed koronawirusem;prawo medyczne;;;;;
czy pracodawca może żądać od pracownika informacji na temat jego aktualnego dodatkowego zatrudnienia w związku z ryzykiem zakażenia pracownika koronawirusem w miejscu dodatkowego zatrudnienia;prawo pracy;;;;;
czy lekarze rezydenci mogą żądać przeprowadzenia państwowego egzaminu specjalizacyjnego pes;prawo medyczne;;;;;
w jaki sposób członek zarządu może dokonać najmu swojego prywatnego samochodu na rzecz spółki z ograniczoną odpowiedzialnością;prawo cywilne;;;;;
czy lekarz może odmówić pracy w przypadku braku odpowiedniej odzieży ochronnej i szkoleń z zakresu indywidualnej ochrony przed koronawirusem;prawo pracy;;;;;
czy ustalanie ceny leku aptecznego przez aptekę poprzez doliczanie  stawki podatku vat jest działaniem zgodnym z obowiązującym porządkiem prawnym;prawo farmaceutyczne;;;;;
czy lekarz i ratownik medyczny mogą odmówić pracy w przypadku braku odpowiedniej odzieży ochronnej i szkoleń z zakresu indywidualnej ochrony przed koronawirusem;prawo pracy;;;;;
czy lekarz zatrudniony na kontrakcie ma prawo odmówić udzielania świadczenia usług medycznych na przekształconym oddziale w związku z rozprzestrzenianiem się koronawirusa;prawo medyczne;;;;;
czy osoba podejrzana o zakażenie koronawirusem ma obowiązek hospitalizacji do momentu uzyskania wyników czy osoba z potwierdzeniem zakażenia koronawirusem bez objawów ma obowiązek hospitalizacji jakie konsekwencje poniesie osoba jeżeli wystąpi obowiązek hospitalizacji a pacjent nie wyrazi zgody jakie działania powinien podjąć pracodawca jeżeli powziął informacje że lekarz miał przelotny kontakt z osobą poddaną kwarantannie jeszcze nie potwierdzone zarażenie;prawo karne;;;;;
czy w związku z obecną sytuacją epidemiologiczną lekarz może odmówić leczenia pacjenta gdyby jej udzielnie miałoby narazić jego własne zdrowie czy lekarz może odmówić wykonywania pracy jeżeli wewnętrzne procedury szpitala nie są wystarczające dla zapewnienia bezpieczeństwa lekarzy;prawo medyczne;;;;;
czy można nie dopuścić do pracy pracownika który w sposób pośredni miał styczność z osobą zarażoną na koronawirusa;prawo medyczne;;;;;
czy zakres ubezpieczenia odpowiedzialności cywilnej lekarzy farmaceutów i innych osób świadczących usługi o charakterze medycznym tu ergo hestia obejmuje swoim zakresem szkody wynikłe z przeniesienia wirusa sarscov czy pracodawca może zmusić lekarza do wykonywania świadczeń planowych który odmówił wykonania zabiegu z uwagi na zagrożenie epidemiologiczne;prawo medyczne;;;;;
czy pracodawca ma prawo przymusowo skierować klienta na urlop wypoczynkowy w terminie innym niż wynika to z planu urlopowego;prawo pracy;;;;;
czy w sytuacji globalnego zagrożenia epidemiologicznego pracodawca ma prawo odmówić pracy zdalnej w przypadku gdy wnosi o to lekarz z obawy o zdrowie swoich pacjentów;prawo medyczne;;;;;
czy podczas odbywania kwarantanny możliwa jest praca zdalna czy pracodawca może odmówić pracownikowi możliwości pracy zdalnej w trakcie kwarantanny;prawo pracy;;;;;
czy pracodawca może zobowiązać pracownika do wykorzystania urlopu wypoczynkowego w określonym przez siebie terminie czy pracodawca może zobowiązać pracownika do wykorzystania bezpłatnego urlopu;prawo pracy;;;;;
co w przedstawionej sytuacji może zrobić klient;prawo karne;;;;;
czy aktualne badania lekarskie uprawniające do wykonywania zawodu maszynisty mogą zastąpić badania wstępne;prawo pracy;;;;;
czy pracodawca może zobowiązać pracownika do wykorzystania urlopu wypoczynkowego w określonym przez siebie terminie czy pracodawca może zobowiązać pracownika do udania się na zwolnienie lekarskie;prawo pracy;;;;;
czy były pracodawca ma prawo żądać od klienta zwrotu pewnej kwoty wynikającej z umowy lojalnościowej;prawo pracy;;;;;
czy pracownik który nie mógł wykonać badań obowiązkowych z powodu zagrożenia koronawirusem powinien zostać zwolniony z wykonywania pracy z prawem do wynagrodzenia;prawo pracy;;;;;
w jaki sposób klient może dochodzić swoich praw w związku z wyciekiem danych osobowych;prawo administracyjne;;;;;
czy bank powinien zwrócić klientce proporcjonalną część kosztów prowizji kredytu;prawo administracyjne;;;;;
czym jest staż zewnętrzny o którym mowa w zarządzeniu czy klientkę dotyczą przepisy o skierowaniu do pracy przy zwalczaniu epidemii;prawo medyczne;;;;;
czy pracodawca ma prawo nie udzielić zgody na bezpłatny urlop pracownika;prawo pracy;;;;;
czy klientka może otrzymać skierowanie przez wojewodę do innej jednostki poza miejsce odbywania stażu jakie w związku z tym będą prawa i obowiązki klientki;prawo medyczne;;;;;
czy bank powinien zwrócić klientce proporcjonalną część kosztów prowizji kredytu hipotecznego;prawo administracyjne;;;;;
czy pracodawca może żądać od pracownika informacji na temat jego aktualnego dodatkowego zatrudnienia w związku z ryzykiem zakażenia pracownika koronawirusem w miejscu dodatkowego zatrudnienia czy pracodawca może zobowiązać pracownika do podpisania oświadczenia w którym pracownik wskaże swoje dodatkowe aktywności zawodowe oraz zobowiąże się do ich niewykonywania w czasie epidemii jakie konsekwencje grożą pracownikowi który nie podpisze oświadczenia;prawo pracy;;;;;
czy pracownik może kontynuować pracę bez ważnych badań okresowych;prawo pracy;;;;;
czy pracodawca może zabronić pracownikom lekarzom noszenia maseczek na twarzach;prawo medyczne;;;;;
czy dzieci klienta powinny obecnie dokonać czynności zmierzających do zrzeczenia się ewentualnego dziedziczenia po zmarłym spadkodawcy;prawo cywilne;;;;;
czy klient miał podstawy aby odmówić udzielania świadczeń zdrowotnych całej rodzinie problematycznego pacjenta;prawo medyczne;;;;;
czy pracodawca może zobowiązać pracownika do wykorzystania urlopu wypoczynkowego w określonym przez siebie terminie;prawo pracy;;;;;
czy pracodawca może zobowiązać pracowników do wykorzystania urlopów wypoczynkowych ze względu na tzw pracę rotacyjną;prawo pracy;;;;;
czy w związku z obecną sytuacją epidemiologiczną istnieje możliwość oddelegowania lekarzy rezydentów do pracy w innym miejscu niż są zatrudnieni czy szpital ma prawo oddelegować rezydenta robiącego specjalizację zabiegową neurochirurgia mimo dostępności rezydentów specjalizacji niezabiegowych bardziej przygotowanych i wykwalifikowanych do zabezpieczenia oddziału zakaźnego czy szpital ma prawo oddelegować rezydenta przed końcem jego specjalizacji tym samym narażając go na wydłużenie okresu szkoleniowego bez możliwości zakończenia jej w terminie jakie obowiązki ma szpital wobec lekarzy oddelegowanych dodatkowe premie zwrot kosztów transportu zameldowania pożywienia zapomoga psychologiczna w jaki sposób kształtuje się odpowiedzialność lekarza za błędy medyczne podczas oddelegowania;prawo karne;;;;;
czy w związku z obecną sytuacją epidemiologiczną istnieje możliwość oddelegowania lekarzy rezydentów do pracy w innym miejscu niż są zatrudnieni czy lekarz będzie miał prawo do odmowy świadczenia pracy jeżeli szpital nie zapewni mu odpowiedniego wyposażenia oraz środków ochronnych przed szerzącą się epidemią covid;prawo medyczne;;;;;
czy klient może wykonywać samodzielną pracę na oddziale wewnętrznym;prawo medyczne;;;;;
czy postępowanie pracodawcy jest zgodne z prawem;prawo pracy;;;;;
czy w przedmiotowej sprawie klient ma prawo do rezygnacji ze zwrotem kosztów ze strony biura z uwagi na sytuację epidemiologiczną;prawo administracyjne;;;;;
jakie są wymagania dotyczące prowadzenia obrotu kosmetykami przez hurtownie farmaceutyczne jakie dokumenty musi posiadać kosmetyk albo wyrób kosmetyczny aby mógł być przedmiotem obrotu;prawo farmaceutyczne;;;;;
czy w trakcie panującej epidemii klientce przysługiwać będzie wynagrodzenie za czas przestoju;prawo pracy;;;;;
czy towarzystwo ubezpieczeniowe zachowało się zgodnie z prawem;prawo farmaceutyczne;;;;;
czy klientowi wolno wyjść do sklepu z rowerami czy klient może wyjść pobiegać lub pojeździć na rowerze czy przepisy dotyczące zakazu przemieszczania się są zgodne z konstytucją;prawo konstytucyjne;;;;;
czy wobec braku dochodów osoba pełnoletnia zwolniona jest z opłaty sądowej lub opłaty notarialnej w związku z chęcią złożenia oświadczenia o odrzuceniu spadku czy ojciec powinien zostać powiadomiony o powołaniu jego pełnoletnich dzieci do spadku;prawo cywilne;;;;;
czy klientka może zwolnić się od konieczności uiszczania opłat za odbiór i utylizację odpadów medycznych przez czas w którym nie będzie ich produkować czy asystentka klientki będzie uprawniona do pobierania zasiłku dla bezrobotnych w trakcie okresu wypowiedzenia umowy w jaki sposób skonstruować wypowiedzenie umowy zawartej z asystentką aby nie narazić się na konieczność wypłaty odprawy lub odszkodowania;prawo administracyjne;;;;;
jakie kroki prawne może podjąć klient;prawo karne;;;;;
czy w związku z wprowadzonym stanem epidemii prezes okręgowej izby lekarskiej może przeprowadzić ślubowanie;prawo medyczne;;;;;
jak kształtuje się kwestia wynagrodzenia w przypadku skierowania pielęgniarki do pracy przy zwalczaniu epidemii czy podmiot leczniczy musi zawrzeć z klientką umowę o pracę czy aktualnie zatrudniające podmioty będą zobowiązane udzielić klientce bezpłatnego urlopu;prawo medyczne;;;;;
czy klientka wychowująca niepełnoletnie dzieci może zostać skierowana do pracy w szpitalu zakaźnym w związku z obecnym stanem epidemii;prawo medyczne;;;;;
czy w związku z epidemią koronawirusa klient może dalej udzielać świadczeń fizjoterapeutycznych w domach pacjentów;prawo medyczne;;;;;
czy pracodawca może zobowiązać lekarza do pracy tylko w jednym miejscu;prawo pracy;;;;;
czy klientka może udostępnić dane adresowe pacjentki rzecznikowi odpowiedzialności zawodowej pielęgniarek i położnych;prawo medyczne;;;;;
czy apteka ogólnodostępna może sprzedawać maseczki higieniczne czy apteka ogólnodostępna może nabyć maseczki higieniczne poza hurtownią farmaceutyczną;prawo farmaceutyczne;;;;;
jaka jest procedura odwołania się przez lekarza od decyzji o skierowaniu do pracy przy zwalczaniu epidemii;prawo medyczne;;;;;
czy okres odbywania stażu przez klienta będzie przedłużony o czas kwarantanny czy klient otrzyma wynagrodzenie za okres kiedy podmiot leczniczy pozostaje zamknięty jak powinien zachować się klient czy klient powinien udać się na urlop wypoczynkowy lub bezpłatny;prawo medyczne;;;;;
czy towarzystwo ubezpieczeniowe zachowało się zgodnie z prawem czy klient może odwołać się od decyzji towarzystwa ubezpieczeniowego;prawo cywilne;;;;;
czy pracodawca może nakazać lekarzowi który nie podpisał klauzuli optout pracę ponad wymiar  godzin tygodniowo bez zgody pracownika czy w przypadku osób zatrudnionych w wymiarze  etatu tygodniowy limit godzin jest proporcjonalnie zmniejszony;prawo pracy;;;;;
czy możliwe jest uchylenie się od złożonego oświadczenia woli  zgody na rozwiązanie stosunku pracy czy w świadectwie pracy zawarty jest powód wypowiedzenia umowy o pracę;prawo pracy;;;;;
jaką datę zakończenia umowy powinna wskazać klientka w wypowiedzeniu czy pracodawca może nie zgodzić się na wypłacenie ekwiwalentu za niewykorzystany urlop czy gdyby pracodawca nie wyraził zgody na rozwiązanie umowy o pracę za porozumieniem stron i wypłacenie ekwiwalentu za urlop to czy klientka może w trakcie okresu wypowiedzenia podjąć pracę u innego pracodawcy;prawo pracy;;;;;
kiedy klient powinien otrzymać zwrot zapłaconej ceny;prawo medyczne;;;;;
czy synowie klienta mogą być powołani do dziedziczenia po kuzynie swojej matki czy synowie klienta powinni zostać powiadomieni o ich powołaniu do spadku jeżeli tak to w jaki sposób w jaki sposób można uzasadnić wniosek o zwolnienie z kosztów sądowych;prawo cywilne;;;;;
czy pracodawca miał możliwość wypowiedzenia umowy o pracę;prawo pracy;;;;;
czy w związku z obecną sytuacją epidemiologiczną istnieje możliwość oddelegowania lekarzy rezydentów do pracy w szpitalu przekształconym w szpital zakaźny;prawo medyczne;;;;;
czy wnuczka może zostać zobowiązana do płacenia alimentów na rzecz swojej babki w jakim terminie należy zgłosić nabycie spadku do urzędu skarbowego w skład spadku wchodzi nieruchomość;prawo cywilne;;;;;
czy czynności zakupu programu internetowego służącego do prowadzenia księgowości wspólnoty zawarcia umowy o świadczenie usług z księgową lub wykupienie domeny internetowej stanowią czynności zwykłego zarządu;prawo cywilne;;;;;
czy klientka może pojechać na działkę z partnerem;prawo medyczne;;;;;
czy stanowisko pracodawcy jest prawidłowe;prawo pracy;;;;;
jakich świadczeń może udzielać fizjoterapeuta w trakcie stanu epidemii jaka sankcja grozi mu za nieprzestrzeganie ograniczeń spowodowanych wprowadzeniem stanu epidemii;prawo medyczne;;;;;
czy propozycję pracodawcy należy uznać za zgodną z prawem czy pracodawca może przenieść klientkę na inny oddział w szpitalu;prawo pracy;;;;;
czy farmaceuta ma obowiązek informowania pacjenta o dacie ważności leku;prawo farmaceutyczne;;;;;
jaki jest skutek niezłożenia odpowiedzi na apelację w wymaganym terminie;prawo cywilne;;;;;
czy klientka może odmówić pacjentce i nie udostępnić jej dokumentacji medycznej;prawo medyczne;;;;;
czy istnieją przepisy które regulują skuteczność bądź formę wprowadzenia opisanego przez klienta rozwiązania  przesyłania pracownikom poleceń drogą mailową;prawo pracy;;;;;
czy świadczenie postojowe jest jednorazowe czy gdyby umowa zlecenia została przekształcona w umowę o pracę to czy klientce przysługiwałyby świadczenia o których mowa w tzw tarczy antykryzysowej przeznaczone dla pracowników;prawo medyczne;;;;;
